accuracy,precision_macro,recall_macro_sensitivity,f1_macro,specificity_macro,fpr_macro,iou_macro,ppv_macro
0.5171399594320487,0.6035807933928125,0.4829940385667729,0.5168974666079432,0.985547790608414,0.014452209391586025,0.3840423878837442,0.6035807933928125
0.526369168356998,0.6189456725006786,0.5320879860381316,0.5594146780472574,0.9859236159275613,0.014076384072438658,0.42821486187217006,0.6189456725006786
0.5174442190669372,0.595327442880679,0.5216140450769405,0.5438716293964028,0.9856393946037466,0.014360605396253357,0.41123514620443247,0.595327442880679
0.5239350912778905,0.6054664262286276,0.5431351156293487,0.5630133520444912,0.9858622422171507,0.014137757782849248,0.43144958901610575,0.6054664262286276
0.5257606490872211,0.6128353790686116,0.51362314219898,0.5394868052606903,0.9859169682984493,0.01408303170155065,0.40344491216436695,0.6128353790686116
0.5176470588235295,0.5762914347801293,0.5123452113543455,0.5294443924864052,0.9855996880836987,0.014400311916301284,0.4027464577708349,0.5762914347801293
0.5101419878296146,0.603952059831801,0.5154144886072125,0.5409546517738777,0.9855328012724636,0.014467198727536573,0.4089455468291373,0.603952059831801
0.5212981744421906,0.6062951103055122,0.5099491584938602,0.535811709569223,0.9857638606757237,0.01423613932427611,0.403746068708936,0.6062951103055122
0.5188640973630831,0.6037337613392821,0.5048026035160667,0.5281734051607228,0.9856596509532899,0.014340349046710207,0.3960582543038383,0.6037337613392821
0.5154158215010142,0.5992990208605716,0.4941432561561689,0.5265510771412169,0.9856256978556222,0.014374302144377866,0.377505804941172,0.5992990208605716
0.5203853955375254,0.5965705213452159,0.5227279991880892,0.546119788986792,0.985770510346013,0.014229489653986937,0.4010309897151192,0.5965705213452159
0.5148073022312373,0.5924407408462391,0.5062163573890811,0.5333827051427947,0.9855886412535693,0.014411358746430597,0.40257625156848026,0.5924407408462391
0.5156186612576065,0.5762630053812412,0.49806755669034786,0.5249987872591485,0.9855999015603611,0.014400098439638775,0.3906514091735744,0.5762630053812412
0.5193711967545639,0.5977972040033352,0.5201275650590217,0.5487017527449909,0.985650013959873,0.014349986040127136,0.4194571771909573,0.5977972040033352
